role,level,techstack,type,question
Mobile Developer,Senior,CSS,Behavioral,Describe your experience with CSS focusing on communication.
DevOps Engineer,Senior,MongoDB,Behavioral,Describe your experience with MongoDB focusing on communication.
Principal Software Engineer,Senior,MongoDB,Behavioral,Describe your experience with MongoDB focusing on deadlines.
Data Platform Engineer,Mid,Java,Behavioral,Describe your experience with Java focusing on conflict.
Cross-Platform Developer,Senior,Express,Behavioral,Describe your experience with Express focusing on innovation.
React Developer,Senior,Java,Behavioral,Describe your experience with Java focusing on conflict.
Frontend Developer,Mid,Express,Behavioral,Describe your experience with Express focusing on initiative.
Build and Release Engineer,Junior,Flask,Behavioral,Describe your experience with Flask focusing on responsibility.
Analytics Engineer,Junior,Azure,Behavioral,Describe your experience with Azure focusing on failure.
Platform Engineer,Mid,React,Behavioral,Describe your experience with React focusing on deadlines.
AI Engineer,Senior,MySQL,Behavioral,Describe your experience with MySQL focusing on innovation.
Web Developer,Junior,Angular,Behavioral,Describe your experience with Angular focusing on responsibility.
DevOps Engineer,Mid,Kubernetes,Behavioral,Describe your experience with Kubernetes focusing on mentorship.
ML Engineer,Mid,TypeScript,Behavioral,Describe your experience with TypeScript focusing on adaptability.
Software Engineer,Senior,React,Behavioral,Describe your experience with React focusing on initiative.
UI Engineer,Mid,JavaScript,Behavioral,Describe your experience with JavaScript focusing on mentorship.
Cross-Platform Developer,Senior,Angular,Behavioral,Describe your experience with Angular focusing on responsibility.
Machine Learning Engineer,Senior,MySQL,Behavioral,Describe your experience with MySQL focusing on ownership.
iOS Engineer,Mid,Docker,Behavioral,Describe your experience with Docker focusing on time management.
Data Platform Engineer,Senior,JavaScript,Behavioral,Describe your experience with JavaScript focusing on time management.
JavaScript Engineer,Senior,Django,Behavioral,Describe your experience with Django focusing on mentorship.
Platform Engineer,Mid,Node.js,Behavioral,Describe your experience with Node.js focusing on mentorship.
Principal Software Engineer,Junior,Next.js,Behavioral,Describe your experience with Next.js focusing on innovation.
AI Engineer,Mid,React,Behavioral,Describe your experience with React focusing on delivery.
Backend Developer,Junior,TypeScript,Behavioral,Describe your experience with TypeScript focusing on collaboration.
Full Stack Developer,Junior,React,Behavioral,Describe your experience with React focusing on decision making.
QA Engineer,Mid,PostgreSQL,Behavioral,Describe your experience with PostgreSQL focusing on deadlines.
Full Stack Developer,Senior,Node.js,Behavioral,Describe your experience with Node.js focusing on problem solving.
Robotics Software Engineer,Mid,Vue.js,Behavioral,Describe your experience with Vue.js focusing on communication.
Frontend Developer,Senior,Django,Behavioral,Describe your experience with Django focusing on responsibility.
Next.js Developer,Senior,Angular,Behavioral,Describe your experience with Angular focusing on feedback.
Site Reliability Engineer,Junior,Flask,Behavioral,Describe your experience with Flask focusing on ownership.
Software Engineer,Junior,Django,Behavioral,Describe your experience with Django focusing on conflict.
Full Stack Developer,Junior,Java,Behavioral,Describe your experience with Java focusing on decision making.
Full Stack Developer,Junior,Redis,Behavioral,Describe your experience with Redis focusing on collaboration.
Game Developer,Junior,React,Behavioral,Describe your experience with React focusing on decision making.
Mobile Developer,Mid,Node.js,Behavioral,Describe your experience with Node.js focusing on time management.
ML Engineer,Mid,Java,Behavioral,Describe your experience with Java focusing on mentorship.
Firmware Engineer,Junior,Vue.js,Behavioral,Describe your experience with Vue.js focusing on adaptability.
Data Platform Engineer,Senior,JavaScript,Behavioral,Describe your experience with JavaScript focusing on leadership.
Frontend Developer,Senior,Next.js,Behavioral,Describe your experience with Next.js focusing on mentorship.
Embedded Software Engineer,Mid,JavaScript,Behavioral,Describe your experience with JavaScript focusing on problem solving.
Mobile Developer,Senior,MySQL,Behavioral,Describe your experience with MySQL focusing on collaboration.
TypeScript Engineer,Junior,TypeScript,Behavioral,Describe your experience with TypeScript focusing on learning.
Next.js Developer,Senior,Flask,Behavioral,Describe your experience with Flask focusing on decision making.
Staff Software Engineer,Junior,CSS,Behavioral,Describe your experience with CSS focusing on conflict.
Principal Software Engineer,Senior,PostgreSQL,Behavioral,Describe your experience with PostgreSQL focusing on decision making.
Security Engineer,Mid,Node.js,Behavioral,Describe your experience with Node.js focusing on leadership.
Android Engineer,Junior,Next.js,Behavioral,Describe your experience with Next.js focusing on planning.
Mobile Developer,Mid,HTML,Behavioral,Describe your experience with HTML focusing on leadership.
TypeScript Engineer,Mid,MySQL,Behavioral,Describe your experience with MySQL focusing on success.
Solutions Engineer,Senior,Flask,Behavioral,Describe your experience with Flask focusing on collaboration.
Solutions Engineer,Junior,AWS,Behavioral,Describe your experience with AWS focusing on collaboration.
Frontend Developer,Senior,MySQL,Behavioral,Describe your experience with MySQL focusing on initiative.
React Developer,Senior,CSS,Behavioral,Describe your experience with CSS focusing on growth.
AI Engineer,Mid,MySQL,Behavioral,Describe your experience with MySQL focusing on problem solving.
Staff Software Engineer,Mid,Kubernetes,Behavioral,Describe your experience with Kubernetes focusing on feedback.
QA Engineer,Junior,Django,Behavioral,Describe your experience with Django focusing on ownership.
Software Engineer,Mid,TypeScript,Behavioral,Describe your experience with TypeScript focusing on impact.
Game Developer,Mid,Python,Behavioral,Describe your experience with Python focusing on failure.
Infrastructure Engineer,Mid,TypeScript,Behavioral,Describe your experience with TypeScript focusing on responsibility.
MLOps Engineer,Senior,Kubernetes,Behavioral,Describe your experience with Kubernetes focusing on time management.
MLOps Engineer,Mid,Next.js,Behavioral,Describe your experience with Next.js focusing on deadlines.
Software Engineer,Senior,JavaScript,Behavioral,Describe your experience with JavaScript focusing on collaboration.
Solutions Engineer,Junior,Express,Behavioral,Describe your experience with Express focusing on collaboration.
Robotics Software Engineer,Mid,Express,Behavioral,Describe your experience with Express focusing on mentorship.
Cloud Engineer,Senior,React,Behavioral,Describe your experience with React focusing on decision making.
Machine Learning Engineer,Junior,HTML,Behavioral,Describe your experience with HTML focusing on ownership.
Software Engineer,Senior,Azure,Behavioral,Describe your experience with Azure focusing on communication.
Site Reliability Engineer,Junior,Angular,Behavioral,Describe your experience with Angular focusing on mentorship.
Analytics Engineer,Senior,Docker,Behavioral,Describe your experience with Docker focusing on learning.
Cross-Platform Developer,Junior,PostgreSQL,Behavioral,Describe your experience with PostgreSQL focusing on problem solving.
Cross-Platform Developer,Senior,PostgreSQL,Behavioral,Describe your experience with PostgreSQL focusing on growth.
Application Security Engineer,Senior,TypeScript,Behavioral,Describe your experience with TypeScript focusing on impact.
Cross-Platform Developer,Senior,JavaScript,Behavioral,Describe your experience with JavaScript focusing on initiative.
Frontend Developer,Senior,Django,Behavioral,Describe your experience with Django focusing on learning.
React Developer,Senior,TypeScript,Behavioral,Describe your experience with TypeScript focusing on teamwork.
Principal Software Engineer,Senior,Azure,Behavioral,Describe your experience with Azure focusing on learning.
UI Engineer,Senior,JavaScript,Behavioral,Describe your experience with JavaScript focusing on feedback.
Game Developer,Senior,Java,Behavioral,Describe your experience with Java focusing on delivery.
Solutions Engineer,Junior,Django,Behavioral,Describe your experience with Django focusing on mentorship.
Data Platform Engineer,Senior,Flask,Behavioral,Describe your experience with Flask focusing on innovation.
React Developer,Junior,PostgreSQL,Behavioral,Describe your experience with PostgreSQL focusing on planning.
React Developer,Senior,Node.js,Behavioral,Describe your experience with Node.js focusing on adaptability.
Analytics Engineer,Junior,HTML,Behavioral,Describe your experience with HTML focusing on planning.
AI Engineer,Mid,Angular,Behavioral,Describe your experience with Angular focusing on failure.
Robotics Software Engineer,Junior,Flask,Behavioral,Describe your experience with Flask focusing on growth.
Solutions Engineer,Senior,Django,Behavioral,Describe your experience with Django focusing on communication.
Security Engineer,Junior,Angular,Behavioral,Describe your experience with Angular focusing on growth.
TypeScript Engineer,Senior,Flask,Behavioral,Describe your experience with Flask focusing on growth.
AR/VR Engineer,Mid,Azure,Behavioral,Describe your experience with Azure focusing on planning.
Game Developer,Junior,HTML,Behavioral,Describe your experience with HTML focusing on prioritization.
Staff Software Engineer,Mid,Express,Behavioral,Describe your experience with Express focusing on feedback.
DevOps Engineer,Junior,Azure,Behavioral,Describe your experience with Azure focusing on mentorship.
Blockchain Developer,Senior,Flask,Behavioral,Describe your experience with Flask focusing on initiative.
JavaScript Engineer,Mid,Python,Behavioral,Describe your experience with Python focusing on mentorship.
Penetration Testing Engineer,Mid,Redis,Behavioral,Describe your experience with Redis focusing on planning.
Full Stack Developer,Junior,Docker,Behavioral,Describe your experience with Docker focusing on adaptability.
MLOps Engineer,Mid,Kubernetes,Behavioral,Describe your experience with Kubernetes focusing on planning.
MLOps Engineer,Mid,HTML,Behavioral,Describe your experience with HTML focusing on time management.
UI Engineer,Mid,Kubernetes,Behavioral,Describe your experience with Kubernetes focusing on feedback.
Build and Release Engineer,Junior,Flask,Behavioral,Describe your experience with Flask focusing on mentorship.
